Stop Name,Depoh,Route Number,Direction
(M) KL715 WISMA FELCRA,Batu Caves,251,A-B
KL716 PPR DESA REJANG,Batu Caves,251,A-B
KL2092 MEDAN SELERA D'REJANG,Batu Caves,251,A-B
MASJID ABU UBAIDAH (OPP),Batu Caves,251,A-B
KL727 TASIK SRI RAMPAI,Batu Caves,251,A-B
KL826 RAMPAI BUSINESS PARK,Batu Caves,251,A-B
KL728 SRI UTAMA SCHOOLS,Batu Caves,251,A-B
KL729 SRI UTAMA SCHOOLS,Batu Caves,251,A-B
KL730 SETAPAK INDUSTRIAL AREA,Batu Caves,251,A-B
KL731 MEDAN MAKMUR SETAPAK,Batu Caves,251,A-B
KL732 MEDAN SELERA SETAPAK,Batu Caves,251,A-B
KL687 BHP GENTING KLANG,Batu Caves,251,A-B
KL688 SRI PELANGI CONDOMINIUM (OPP),Batu Caves,251,A-B
KL2250 BSN GENTING KLANG,Batu Caves,251,A-B
KL689 TAMAN GENTING SETAPAK,Batu Caves,251,A-B
KL690 COURTS MEGASTORE SETAPAK (OPP),Batu Caves,251,A-B
KL691 GUAN YING TING (OPP),Batu Caves,251,A-B
KL692 SRJKC CHONG HWA (OPP),Batu Caves,251,A-B
KL693 TITIWANGSA (BARAT),Batu Caves,251,A-B
KL694 SJKC CHIAO NAN (OPP),Batu Caves,251,A-B
KL55 HKL (BARAT),Batu Caves,251,A-B
KL56 HKL (SELATAN),Batu Caves,251,A-B
(M) KL67 CHOWKIT (SELATAN),Batu Caves,251,B-A
(M) KL52 MONORAIL CHOWKIT,Batu Caves,251,B-A
KL53 GRAND SEASONS HOTEL,Batu Caves,251,B-A
KL54 HKL (OPP),Batu Caves,251,B-A
KL668 HOSPITAL TAWAKAL,Batu Caves,251,B-A
KL669 SJKC CHIAO NAN,Batu Caves,251,B-A
(M) KL670 TITIWANGSA (BARAT),Batu Caves,251,B-A
KL672 WISMA LOTUS,Batu Caves,251,B-A
KL673 GUAN YING TING,Batu Caves,251,B-A
KL674 COURTS MEGASTORE SETAPAK,Batu Caves,251,B-A
KL675 TAMAN P.RAMLEE,Batu Caves,251,B-A
KL676 KFC GENTING KLANG,Batu Caves,251,B-A
KL678 SRI PELANGI CONDOMINIUM,Batu Caves,251,B-A
KL733 MEDAN SELERA SETAPAK,Batu Caves,251,B-A
KL734 MEDAN MAKMUR SETAPAK,Batu Caves,251,B-A
KL735 SETAPAK INDUSTRIAL AREA,Batu Caves,251,B-A
KL736 SRI UTAMA SCHOOLS (OPP),Batu Caves,251,B-A
KOMERSIAL SETAPAK,Batu Caves,251,B-A
KL1626 RAMPAI BUSINESS PARK,Batu Caves,251,B-A
KL738 SRI RAMPAI PARK,Batu Caves,251,B-A
MASJID ABU UBAIDAH,Batu Caves,251,B-A
KL713 TAMAN SETAPAK JAYA (UTARA),Batu Caves,251,B-A
(M) KL717 TAMAN SRI RAMPAI (BARAT),Batu Caves,251,B-A
KL714 SMK TAMAN SRI RAMPAI,Batu Caves,251,B-A
KL2088 ITBM WANGSA MAJU (TIMUR),Batu Caves,251,B-A
KL2089 SRI LEDANG SEKSYEN 10,Batu Caves,251,B-A
KL723 SURAU DARUL HUDA,Batu Caves,251,B-A
(M) KL724 ITBM WANGSA MAJU (OPP),Batu Caves,251,B-A
WANGSA 9 RESIDENCY,Batu Caves,251,B-A
KL747 WANGSA WALK (TIMUR),Batu Caves,251,B-A
KL819 AEON BIG WANGSA MAJU,Batu Caves,251,B-A
KL2106 AEON BIG WANGSA MAJU,Batu Caves,251,B-A
(M) KL750 SHELL WANGSA MAJU,Batu Caves,251,B-A
KL748 SMK SEKSYEN 5 WANGSA MAJU (OPP),Batu Caves,251,B-A
KOMPLEKS SUKAN SETIAWANGA,Batu Caves,251,B-A
KL837 TAMAN WANGSA JAYA,Batu Caves,251,B-A
RESIDEN SETIAWANGSA (OPP),Batu Caves,251,B-A
(M) KL842 KELUMPUK TEMPUA,Batu Caves,251,B-A
(M) KL2193 SRA AL-TABRANI (OPP),Batu Caves,251,B-A
AJ475 AU3 (SELATAN),Batu Caves,251,B-A
AJ9 FLAT UTM (OPP),Batu Caves,251,B-A
AJ10 LOJI IWK,Batu Caves,251,B-A
AJ303 HAB BAS AU3,Batu Caves,251,B-A
KL170 LRT WANGSA MAJU,Batu Caves,253,A-B
KL2104 SK WANGSA JAYA (OPP),Batu Caves,253,A-B
KL1616 PETRONAS WANGSA MELAWATI,Batu Caves,253,A-B
AJ489 MELAWATI MALL,Batu Caves,253,A-B
AJ491 ZOO NEGARA,Batu Caves,253,A-B
AJ494 SAUDI SCHOOL,Batu Caves,253,A-B
AJ495 SK HULU KELANG (OPP),Batu Caves,253,A-B
AJ509 FLAT TAMAN AL-RIDHUAN,Batu Caves,253,A-B
AJ14 BENGKEL ALLY AZRAN (OPP),Batu Caves,253,A-B
AJ15 DEWAN BAHASA PUSTAKA (OPP),Batu Caves,253,A-B
(M) AJ16 TRANSFORMER (OPP),Batu Caves,253,A-B
KL841 MENARA JENTAYU,Batu Caves,253,A-B
(M) KL842 KELUMPUK TEMPUA,Batu Caves,253,A-B
(M) KL2193 SRA AL-TABRANI (OPP),Batu Caves,253,A-B
AJ475 AU3 (SELATAN),Batu Caves,253,A-B
AJ19 FLAT PKNS AU3,Batu Caves,253,A-B
AJ295 PUSAT GEOLOGI PETRONAS (UTARA),Batu Caves,253,A-B
AJ476 PUSAT GEOLOGI PETRONAS,Batu Caves,253,A-B
AJ301 SR STELLA MARIS,Batu Caves,253,A-B
AJ503 KUALA AMPANG,Batu Caves,253,A-B
AJ507 KPJ AMPANG PUTERI,Batu Caves,253,A-B
AJ181 KPJ AMPANG PUTERI,Batu Caves,253,A-B
(M) AJ108 AMPANG POINT (OPP),Batu Caves,253,B-A
AJ106 AMPANG POINT (BARAT),Batu Caves,253,B-A
AJ504 KUALA AMPANG,Batu Caves,253,B-A
AJ502 PUSAT METHODIST AMPANG,Batu Caves,253,B-A
AJ513 JEJANTAS SR STELLA MARIS (OPP),Batu Caves,253,B-A
AJ477 PUSAT GEOLOGI PETRONAS (OPP),Batu Caves,253,B-A
AJ7 GEOLOGI PETRONAS,Batu Caves,253,B-A
AJ8 FLAT PKNS AU3 (OPP),Batu Caves,253,B-A
AJ452 AU3 (SELATAN),Batu Caves,253,B-A
(M) KL845 KELUMPUK KUANG,Batu Caves,253,B-A
KL838 MENARA JENTAYU (OPP),Batu Caves,253,B-A
AJ11 TRANSFORMER,Batu Caves,253,B-A
AJ12 DEWAN BAHASA PUSTAKA,Batu Caves,253,B-A
AJ13 BENGKEL ALLY AZRAN,Batu Caves,253,B-A
AJ508 MASJID AR-RIDHUAN,Batu Caves,253,B-A
AJ496 SK HULU KELANG,Batu Caves,253,B-A
AJ493 SAUDI SCHOOL (OPP),Batu Caves,253,B-A
AJ492 KOMERSIAL MELAWATI/ZOO NEGARA,Batu Caves,253,B-A
AJ490 KOMERSIAL TAMAN PERMATA/MELAWATI MALL,Batu Caves,253,B-A
KL1325 WANGSA MELAWATI,Batu Caves,253,B-A
KL1279 SMK WANGSA MELAWATI,Batu Caves,253,B-A
KL167 TAR COLLEGE (OPP),Batu Caves,253,B-A
KL168 TAMAN BUNGA RAYA (TIMUR),Batu Caves,253,B-A
KL169 TAR VILLA,Batu Caves,253,B-A
KL170 LRT WANGSA MAJU,Batu Caves,253,B-A
KL2080 PPR SUNGAI BONUS,Batu Caves,254,A-B
KL2081 PASAR AIR PANAS (OPP),Batu Caves,254,A-B
KL706 KG BARU AIR PANAS,Batu Caves,254,A-B
KL2083 SK/SMK AIR PANAS (OPP),Batu Caves,254,A-B
KL707 APT RESOURCE SPRINGS,Batu Caves,254,A-B
KL708 CATHOLIC CHURCH,Batu Caves,254,A-B
KL2084 TAMAN AIR PANAS (BARAT),Batu Caves,254,A-B
KL690 COURTS MEGASTORE SETAPAK (OPP),Batu Caves,254,A-B
KL691 GUAN YING TING (OPP),Batu Caves,254,A-B
KL692 SRJKC CHONG HWA (OPP),Batu Caves,254,A-B
KL693 TITIWANGSA (BARAT),Batu Caves,254,A-B
KL694 SJKC CHIAO NAN (OPP),Batu Caves,254,A-B
KL275 LRT TITIWANGSA,Batu Caves,254,B-A
KL2249 PERKIM,Batu Caves,254,B-A
KL50 DAMAI HOSPITAL,Batu Caves,254,B-A
(M) KL52 MONORAIL CHOWKIT,Batu Caves,254,B-A
KL53 GRAND SEASONS HOTEL,Batu Caves,254,B-A
KL54 HKL (OPP),Batu Caves,254,B-A
KL668 HOSPITAL TAWAKAL,Batu Caves,254,B-A
(M) KL670 TITIWANGSA (BARAT),Batu Caves,254,B-A
KL672 WISMA LOTUS,Batu Caves,254,B-A
KL673 GUAN YING TING,Batu Caves,254,B-A
KL674 COURTS MEGASTORE SETAPAK,Batu Caves,254,B-A
KL675 TAMAN P.RAMLEE,Batu Caves,254,B-A
KL2072 TAMAN AIR PANAS (BARAT),Batu Caves,254,B-A
KL2073 MEDAN SELERA AIR PANAS,Batu Caves,254,B-A
KL709 SURAU ALJAMIYYIAH (OPP),Batu Caves,254,B-A
KL2074 SK/SMK AIR PANAS,Batu Caves,254,B-A
KL2075 KG BARU AIR PANAS,Batu Caves,254,B-A
KL2077 PASAR AIR PANAS,Batu Caves,254,B-A
KL2078 PPR SERI SEMARAK,Batu Caves,254,B-A
KL2080 PPR SUNGAI BONUS,Batu Caves,254,B-A
AJ468 HUB PANDAN INDAH,Kuantan,300,A-B
AJ179 APARTMENT MERPATI,Kuantan,300,A-B
AJ444 PANDAN INDAH AUTOCITY,Kuantan,300,A-B
AJ327 STOR MPAJ,Kuantan,300,A-B
AJ338 APARTMENT PANDAN MEWAH,Kuantan,300,A-B
AJ131 HOSPITAL AMPANG (BARAT),Kuantan,300,A-B
AJ132 SMK PANDAN MEWAH,Kuantan,300,A-B
AJ133 PUTERI PARK PLAZA,Kuantan,300,A-B
AJ134 TAMAN PUTRA AMPANG (BARAT),Kuantan,300,A-B
AJ135 TAMAN PUTRA AMPANG (TIMUR),Kuantan,300,A-B
AJ136 KG TASIK TAMBAHAN (BARAT),Kuantan,300,A-B
AJ137 KG TASIK TAMBAHAN (UTARA),Kuantan,300,A-B
AJ138 KG TASIK TAMBAHAN (TIMUR),Kuantan,300,A-B
AJ139 TIEN QUAN,Kuantan,300,A-B
AJ143 SRI TAMAN BARU (UTARA),Kuantan,300,A-B
AJ144 APARTMENT MESRA VILLA,Kuantan,300,A-B
AJ145 KG AMPANG CAMPURAN,Kuantan,300,A-B
AJ146 SK AMPANG CAMPURAN,Kuantan,300,A-B
AJ322 SMK BANDAR BARU AMPANG,Kuantan,300,A-B
AJ52 HUB SRI NILAM,Kuantan,300,A-B
PERUMAHAN JLN WAWASAN 3/2,Kuantan,300,A-B
AJ102 KOMERSIAL BANDAR BARU AMPANG,Kuantan,300,A-B
AJ104 AMPANG WATERFRONT 1,Kuantan,300,A-B
AJ426 SJKT AMPANG,Kuantan,300,A-B
AJ106 LRT AMPANG,Kuantan,300,A-B
AJ325 FLAT TAMAN DATO AHMAD RAZALI,Kuantan,300,A-B
AJ107 APARTMENT CEMPAKA (OPP),Kuantan,300,A-B
(M) AJ108 AMPANG POINT (OPP),Kuantan,300,A-B
KL2291 BANGUNAN RISDA,Kuantan,300,A-B
KL2297 3 TOWERS KL,Kuantan,300,A-B
KL893 GLENEAGLES (OPP),Kuantan,300,A-B
KL2289 GREAT EASTERN,Kuantan,300,A-B
KL2304 PERKESO,Kuantan,300,A-B
KL2281 AMPWALK,Kuantan,300,A-B
KL611 PROTON EDAR,Kuantan,300,A-B
KL91 CITIBANK / INTERCONTINENTAL HOTEL,Kuantan,300,A-B
(M) KL93 MENARA ATLAN,Kuantan,300,A-B
(M) KL94 KLCC (UTARA),Kuantan,300,A-B
KL97 WISMA SELANGOR DREDGING (OPP),Kuantan,300,A-B
KL98 MENARA BSN,Kuantan,300,A-B
KL99 BERJAYA CENTRAL PARK,Kuantan,300,A-B
KL25 LRT DANG WANGI,Kuantan,300,A-B
KL26 SMK CONVENT BUKIT NANAS,Kuantan,300,A-B
KL27 MENARA AIA,Kuantan,300,A-B
KL1937 LRT MASJID JAMEK,Kuantan,300,A-B
KL117 BSN LEBUH AMPANG,Kuantan,300,B-A
KL30 AMANAHRAYA,Kuantan,300,B-A
(M) KL31 HENTIAN MUNSHI ABDULLAH,Kuantan,300,B-A
(M) KL32 CAPSQUARE,Kuantan,300,B-A
KL2308 KOLEJ RIMA,Kuantan,300,B-A
KL2303 LRT DANG WANGI,Kuantan,300,B-A
KL2298 RENAISSANCE HOTEL,Kuantan,300,B-A
KL2300 HOTEL MAYA,Kuantan,300,B-A
(M) KL2301 KLCC (OPP),Kuantan,300,B-A
KL2302 HOTEL CORUS,Kuantan,300,B-A
KL2306 AMPANG PARK,Kuantan,300,B-A
KL1543 ROZEL,Kuantan,300,B-A
KL2280 APARTMENT SUCASA,Kuantan,300,B-A
KL2282 RUSSIAN EMBASSY,Kuantan,300,B-A
KL2305 INSTITUT PENYELIDIKAN GETAH,Kuantan,300,B-A
KL2279 GLENEAGLES,Kuantan,300,B-A
KL2296 REI SERAYA,Kuantan,300,B-A
KL2290 RISDA,Kuantan,300,B-A
AJ182 AMPANG POINT,Kuantan,300,B-A
AJ29 APARTMENT CEMPAKA,Kuantan,300,B-A
AJ30 TAMAN AHMAD RAZALI,Kuantan,300,B-A
AJ31 LRT AMPANG (OPP),Kuantan,300,B-A
AJ32 DEWAN DATO AHMAD RAZALI,Kuantan,300,B-A
AJ61 AMPANG WATERFRONT (BARAT),Kuantan,300,B-A
AJ435 AMPANG WATERFRONT (TIMUR),Kuantan,300,B-A
PERUMAHAN JLN WAWASAN 1/2,Kuantan,300,B-A
AJ54 HUB SRI NILAM,Kuantan,300,B-A
AJ148 APARTMENT MESRA VILLA,Kuantan,300,B-A
AJ149 SRI TAMAN BARU (UTARA),Kuantan,300,B-A
AJ150 PANGSAPURI PKNS,Kuantan,300,B-A
(M) AJ340 KG TASIK TAMBAHAN (TIMUR),Kuantan,300,B-A
AJ416 KG TASIK TAMBAHAN (UTARA),Kuantan,300,B-A
AJ151 KG TASIK TAMBAHAN (BARAT),Kuantan,300,B-A
AJ152 TAMAN PUTRA AMPANG (TIMUR),Kuantan,300,B-A
AJ153 TAMAN PUTRA AMPANG BARAT,Kuantan,300,B-A
AJ154 PUTERI PARK PLAZA,Kuantan,300,B-A
AJ428 PARAGON POINT (UTARA),Kuantan,300,B-A
AJ155 SMK PANDAN MEWAH,Kuantan,300,B-A
AJ156 HOSPITAL AMPANG,Kuantan,300,B-A
AJ337 APARTMENT PANDAN MEWAH,Kuantan,300,B-A
AJ177 STOR MPAJ,Kuantan,300,B-A
AJ434 PANDAN INDAH AUTOCITY,Kuantan,300,B-A
AJ178 MASJID AL-ADZIM,Kuantan,300,B-A
AJ468 HUB PANDAN INDAH,Kuantan,300,B-A
AJ54 HUB SRI NILAM,Kuantan,301,A-B
AJ129 SPG SK AMPANG PANCURAN,Kuantan,301,A-B
AJ130 FLAT BAYU MURNI,Kuantan,301,A-B
AJ157 PANDAN MEWAH HEIGHTS,Kuantan,301,A-B
AJ158 FLAT 610,Kuantan,301,A-B
AJ159 SURAU MADRASATUL SOFWA,Kuantan,301,A-B
AJ160 APARTMENT BUNGA RAYA,Kuantan,301,A-B
AJ233 PANDAN INDAH,Kuantan,301,A-B
AJ234 TAMAN LEMBAH MAJU (UTARA),Kuantan,301,A-B
LEMBAH MAJU FOODCOURT,Kuantan,301,A-B
AJ236 TAMAN LEMBAH MAJU,Kuantan,301,A-B
AJ237 SK TAMAN MUDA,Kuantan,301,A-B
AJ230 TAMAN MUDA (BARAT),Kuantan,301,A-B
AJ231 TAMAN MUDA (TIMUR),Kuantan,301,A-B
AJ242 KOMERSIAL TAMAN MUDA,Kuantan,301,A-B
AJ249 PARAGON POINT (SELATAN),Kuantan,301,A-B
AJ254 TAMAN SERAYA (TIMUR),Kuantan,301,A-B
AJ255 TAMAN SERAYA (BARAT),Kuantan,301,A-B
AJ261 DATARAN MESTIKA,Kuantan,301,A-B
AJ262 PETRON,Kuantan,301,A-B
AJ263 GLENVIEW VILLA (OPP),Kuantan,301,A-B
KILANG GRANIT,Kuantan,301,A-B
MADRASAH AMALIAH,Kuantan,301,A-B
SURAU MANBAUL TAQWA,Kuantan,301,A-B
KG CHERAS BARU,Kuantan,301,A-B
BKT A9,Kuantan,301,A-B
SURAU BKT A,Kuantan,301,A-B
SURAU ISLAMIAH BUKIT A,Kuantan,301,A-B
TOYOTA SALES/SERVIS,Kuantan,301,A-B
RHB TMN MIDAH,Kuantan,301,A-B
RHB TMN MIDAH,Kuantan,301,B-A
KL801 VELODROM BUSINESS PARK,Kuantan,301,B-A
KL1704 BHP CHERAS,Kuantan,301,B-A
KL797 XIAO EN CENTER,Kuantan,301,B-A
SURAU ISLAMIAH BUKIT A (OPP),Kuantan,301,B-A
SPG LORONG BUKIT A2,Kuantan,301,B-A
KEDAI HARDWARE,Kuantan,301,B-A
SURAU MANBAUL TAQWA (OPP),Kuantan,301,B-A
MADRASAH AMALIAH (OPP),Kuantan,301,B-A
KEDAI LOGAM SENG LEE,Kuantan,301,B-A
AJ259 GLENVIEW VILLA,Kuantan,301,B-A
AJ260 DATARAN MESTIKA,Kuantan,301,B-A
AJ265 TAMAN MUDA (SELATAN),Kuantan,301,B-A
AJ427 TAMAN SERAYA (BARAT),Kuantan,301,B-A
AJ334 TAMAN SERAYA (TIMUR),Kuantan,301,B-A
PETRONAS TAMAN PUTRA,Kuantan,301,B-A
AJ428 PARAGON POINT (UTARA),Kuantan,301,B-A
AJ243 KOMERSIAL TAMAN MUDA,Kuantan,301,B-A
AJ459 BALAI POLIS PANDAN INDAH,Kuantan,301,B-A
SK TMN MUDA,Kuantan,301,B-A
TAMAN MAJU,Kuantan,301,B-A
LEMBAH MAJU FOODCOURT (OPP),Kuantan,301,B-A
AJ240 FLAT LEMBAH MAJU,Kuantan,301,B-A
AJ429 PANDAN INDAH,Kuantan,301,B-A
AJ175 PERUMAHAN PANDAN INDAH 4,Kuantan,301,B-A
AJ430 FLAT BAYU MURNI (OPP),Kuantan,301,B-A
AJ424 KG AMPANG CAMPURAN,Kuantan,301,B-A
AJ54 HUB SRI NILAM,Kuantan,301,B-A
(M) KL1818 HAB TITIWANGSA,Batu Caves,302,A-B
KL2249 PERKIM,Batu Caves,302,A-B
KL50 DAMAI HOSPITAL,Batu Caves,302,A-B
(M) KL52 MONORAIL CHOWKIT,Batu Caves,302,A-B
KL57 NS PENYELIDIKAN PERUBATAN,Batu Caves,302,A-B
KL58 MEDAN SELERA,Batu Caves,302,A-B
KL59 SK JLN RAJA MUDA,Batu Caves,302,A-B
KL60 YAYASAN SELANGOR,Batu Caves,302,A-B
KL61 SETIA SKY RESIDENCE,Batu Caves,302,A-B
KL1943 FLAT PKNS (OPP),Batu Caves,302,A-B
KL1949 INTERMARK MALL,Batu Caves,302,A-B
KL91 CITIBANK / INTERCONTINENTAL HOTEL,Batu Caves,302,A-B
(M) KL93 MENARA ATLAN,Batu Caves,302,A-B
(M) KL94 KLCC (UTARA),Batu Caves,302,A-B
KL96 MENARA AMBANK,Batu Caves,302,B-A
KL1945 MENARA PTPTN,Batu Caves,302,B-A
KL1948 FLAT PKNS,Batu Caves,302,B-A
KL62 SETIA SKY RESIDENCE (OPP),Batu Caves,302,B-A
KL63 YAYASAN SELANGOR (OPP),Batu Caves,302,B-A
KL64 SK JLN RAJA MUDA (OPP),Batu Caves,302,B-A
KL65 MENARA ARINA UNITI,Batu Caves,302,B-A
KL66 HOTEL PUTRA MUDA,Batu Caves,302,B-A
KL53 GRAND SEASONS HOTEL,Batu Caves,302,B-A
KL54 HKL (OPP),Batu Caves,302,B-A
(M) KL1818 HAB TITIWANGSA,Batu Caves,302,B-A
AJ76 HENTIAN TAMAN MULIA JAYA,Kuantan,303,A-B
AJ77 FLAT TAMAN MULIA JAYA,Kuantan,303,A-B
AJ90 KG INDAH PERMAI (SELATAN),Kuantan,303,A-B
AJ91 KG INDAH PERMAI (UTARA),Kuantan,303,A-B
AJ92 TAMAN SERI INTAN,Kuantan,303,A-B
AJ93 SRA LEMBAH JAYA (OPP),Kuantan,303,A-B
AJ94 TAMAN INDUSTRI LEMBAH JAYA,Kuantan,303,A-B
AJ95 KG LEMBAH JAYA SELATAN,Kuantan,303,A-B
AJ96 SIMPANG LEMBAH JAYA,Kuantan,303,A-B
AJ97 KOMERSIAL AMPANG,Kuantan,303,A-B
AJ98 AMPANG WATERFRONT 3,Kuantan,303,A-B
AJ100 AMPANG WATERFRONT 2 (TIMUR),Kuantan,303,A-B
AJ101 AMPANG WATERFRONT (BARAT),Kuantan,303,A-B
AJ102 KOMERSIAL BANDAR BARU AMPANG,Kuantan,303,A-B
AJ104 AMPANG WATERFRONT 1,Kuantan,303,A-B
AJ426 SJKT AMPANG,Kuantan,303,A-B
AJ106 LRT AMPANG,Kuantan,303,A-B
AJ325 FLAT TAMAN DATO AHMAD RAZALI,Kuantan,303,A-B
AJ107 APARTMENT CEMPAKA (OPP),Kuantan,303,A-B
(M) AJ108 AMPANG POINT (OPP),Kuantan,303,A-B
KL2291 BANGUNAN RISDA,Kuantan,303,A-B
KL2297 3 TOWERS KL,Kuantan,303,A-B
KL893 GLENEAGLES (OPP),Kuantan,303,A-B
KL2289 GREAT EASTERN,Kuantan,303,A-B
KL2304 PERKESO,Kuantan,303,A-B
KL2281 AMPWALK,Kuantan,303,A-B
KL611 PROTON EDAR,Kuantan,303,A-B
KL91 CITIBANK / INTERCONTINENTAL HOTEL,Kuantan,303,A-B
(M) KL93 MENARA ATLAN,Kuantan,303,A-B
(M) KL94 KLCC (UTARA),Kuantan,303,A-B
KL97 WISMA SELANGOR DREDGING (OPP),Kuantan,303,A-B
KL98 MENARA BSN,Kuantan,303,A-B
KL99 BERJAYA CENTRAL PARK,Kuantan,303,A-B
KL25 LRT DANG WANGI,Kuantan,303,A-B
KL26 SMK CONVENT BUKIT NANAS,Kuantan,303,A-B
KL27 MENARA AIA,Kuantan,303,A-B
KL1937 LRT MASJID JAMEK,Kuantan,303,A-B
KL117 BSN LEBUH AMPANG,Kuantan,303,B-A
KL30 AMANAHRAYA,Kuantan,303,B-A
(M) KL31 HENTIAN MUNSHI ABDULLAH,Kuantan,303,B-A
(M) KL32 CAPSQUARE,Kuantan,303,B-A
KL2308 KOLEJ RIMA,Kuantan,303,B-A
KL2303 LRT DANG WANGI,Kuantan,303,B-A
KL2298 RENAISSANCE HOTEL,Kuantan,303,B-A
KL2300 HOTEL MAYA,Kuantan,303,B-A
(M) KL2301 KLCC (OPP),Kuantan,303,B-A
KL2302 HOTEL CORUS,Kuantan,303,B-A
KL2306 AMPANG PARK,Kuantan,303,B-A
KL1543 ROZEL,Kuantan,303,B-A
KL2280 APARTMENT SUCASA,Kuantan,303,B-A
KL2305 INSTITUT PENYELIDIKAN GETAH,Kuantan,303,B-A
KL2279 GLENEAGLES,Kuantan,303,B-A
KL2296 REI SERAYA,Kuantan,303,B-A
KL2290 RISDA,Kuantan,303,B-A
AJ182 AMPANG POINT,Kuantan,303,B-A
AJ29 APARTMENT CEMPAKA,Kuantan,303,B-A
AJ30 TAMAN AHMAD RAZALI,Kuantan,303,B-A
AJ31 LRT AMPANG (OPP),Kuantan,303,B-A
AJ32 DEWAN DATO AHMAD RAZALI,Kuantan,303,B-A
AJ61 AMPANG WATERFRONT (BARAT),Kuantan,303,B-A
AJ62 AMPANG WATERFRONT 2 (TIMUR),Kuantan,303,B-A
AJ63 AMPANG WATERFRONT 3,Kuantan,303,B-A
AJ431 KOMERSIAL AMPANG,Kuantan,303,B-A
AJ64 SIMPANG LEMBAH JAYA,Kuantan,303,B-A
AJ69 KG LEMBAH JAYA SELATAN,Kuantan,303,B-A
AJ70 TAMAN INDUSTRI LEMBAH JAYA,Kuantan,303,B-A
AJ71 SRA LEMBAH JAYA,Kuantan,303,B-A
AJ72 TAMAN SERI INTAN,Kuantan,303,B-A
AJ73 KG INDAH PERMAI (UTARA),Kuantan,303,B-A
AJ74 KG INDAH PERMAI (SELATAN),Kuantan,303,B-A
AJ75 FLAT TAMAN MULIA JAYA (OPP),Kuantan,303,B-A
AJ76 HENTIAN TAMAN MULIA JAYA,Kuantan,303,B-A
KL423 PRIMA ALAM DAMAI,Cheras Selatan,400,A-B
KJ402 PETRONAS DAMAI PERDANA (OPP),Cheras Selatan,400,A-B
KJ404 DAMAI PERDANA FASA 1,Cheras Selatan,400,A-B
KJ406 DAMAI PERDANA FASA 2,Cheras Selatan,400,A-B
KJ397 PERUMAHAN DAMAI PERDANA FASA 3,Cheras Selatan,400,A-B
KJ398 PERUMAHAN DAMAI PERDANA,Cheras Selatan,400,A-B
KJ401 PETRONAS DAMAI PERDANA,Cheras Selatan,400,A-B
KJ649 FLAT CHERAS UTAMA (OPP),Cheras Selatan,400,A-B
KJ696 PERUMAHAN POLIS DESA BAIDURI,Cheras Selatan,400,A-B
KJ694 SK DESA BAIDURI,Cheras Selatan,400,A-B
KJ748 TAMAN KOPERASI MAJU JAYA,Cheras Selatan,400,A-B
VINA RESIDENCY,Cheras Selatan,400,A-B
TAMAN SERI TAMING,Cheras Selatan,400,A-B
KL2174 PADANG TAMAN DAHLIA,Cheras Selatan,400,A-B
KL1721 KOMERSIAL TAMAN BAHAGIA,Cheras Selatan,400,A-B
KL405 TAMAN BUKIT ANGSANA,Cheras Selatan,400,A-B
KL406 TAMAN SURIA JAYA,Cheras Selatan,400,A-B
KL407 SRA AL-MUBARAQAH,Cheras Selatan,400,A-B
KL408 FLAT TAMAN BUKIT CHERAS,Cheras Selatan,400,A-B
KL409 PETRONAS TAMAN LENSENG (OPP),Cheras Selatan,400,A-B
KL2175 MEDAN CONNAUGHT,Cheras Selatan,400,A-B
KL755 TAMAN BUKIT HIJAU,Cheras Selatan,400,A-B
KL1723 CHERAS LEISURE MALL (OPP),Cheras Selatan,400,A-B
KL1724 EKOCHERAS MALL,Cheras Selatan,400,A-B
(M) KL799 MRT TAMAN MIDAH PINTU A,Cheras Selatan,400,A-B
KL801 VELODROM BUSINESS PARK,Cheras Selatan,400,A-B
KL354 KOMPLEKS DARUL PUTERI (OPP),Cheras Selatan,400,A-B
KL355 STADIUM BADMINTON KL,Cheras Selatan,400,A-B
KL361 MRT MALURI PINTU A,Cheras Selatan,400,A-B
KL874 AEON MALURI (OPP),Cheras Selatan,400,A-B
KL362 JABATAN KESIHATAN DBKL,Cheras Selatan,400,A-B
KL363 SUNWAY MEDICAL VELOCITY (OPP),Cheras Selatan,400,A-B
KL365 WARISAN CITYVIEW,Cheras Selatan,400,A-B
KL1770 BALAI BOMBA PUDU,Cheras Selatan,400,A-B
KL1771 LRT PUDU/MAJESTIC,Cheras Selatan,400,A-B
KL1772 FURAMA (OPP),Cheras Selatan,400,A-B
KL121 MONOREL IMBI/TIMES SQUARE,Cheras Selatan,400,A-B
KL122 PLAZA IMBI,Cheras Selatan,400,A-B
KL123 MONOREL BUKIT BINTANG/SG WANG,Cheras Selatan,400,A-B
KL86 MRT BUKIT BINTANG/HSBC,Cheras Selatan,400,A-B
KL9 WISMA BOUSTEAD,Cheras Selatan,400,A-B
KL11 WISMA MPL,Cheras Selatan,400,A-B
KL12 MENARA KL,Cheras Selatan,400,A-B
KL13 WISMA BUDIMAN,Cheras Selatan,400,A-B
KL14 MENARA OLYMPIA,Cheras Selatan,400,A-B
KL100 BACKHOME HOSTEL,Cheras Selatan,400,A-B
(M) KL101 HUB LEBUH PUDU,Cheras Selatan,400,B-A
KL119 HOSPITAL TUNG SHIN,Cheras Selatan,400,B-A
KL120 HOTEL SWISS GARDEN (OPP),Cheras Selatan,400,B-A
